SNo,Di00,Di01,Di02,Di03,Di04,Di05,Do00,Do01,Do02
3367,0,0,1,0,0,1,0,1,1
3368,0,0,0,0,0,1,0,0,1
3369,0,1,1,0,1,0,1,1,1
3370,1,1,0,0,0,1,0,0,1
3371,0,1,1,1,1,0,1,0,1
3372,0,0,1,1,0,0,0,0,0
3373,1,1,0,0,0,1,0,0,1
3374,1,0,0,1,0,1,1,1,1
3375,0,0,0,1,0,0,0,1,0
3376,1,0,1,0,1,1,1,1,0
3377,0,1,0,0,1,1,1,0,0
3378,0,1,0,0,0,0,1,0,0
3379,0,0,1,0,0,1,0,1,1
3380,1,0,0,1,0,1,1,1,1
3381,1,0,0,0,1,1,1,0,0
3382,1,1,1,0,0,0,0,1,0
3383,0,0,1,0,1,1,0,1,0
3384,1,1,1,0,1,1,0,1,0
3385,0,0,1,1,0,0,0,0,0
3386,1,1,0,1,0,0,0,1,0
3387,0,1,1,0,1,0,1,1,1
3388,0,1,0,0,0,1,1,0,1
3389,0,0,1,1,1,1,0,0,0
3390,1,0,1,1,1,1,1,0,0
3391,0,1,1,1,1,0,1,0,1
3392,1,1,0,0,1,1,0,0,0
3393,1,1,0,1,0,0,0,1,0
3394,0,0,0,0,1,0,0,0,1
3395,0,1,1,1,1,0,1,0,1
3396,1,1,1,1,0,1,0,0,1
3397,1,0,1,0,0,0,1,1,0
3398,1,1,0,0,1,0,0,0,1
3399,0,0,0,1,0,1,0,1,1
3400,1,1,0,0,0,1,0,0,1
3401,0,0,1,0,1,0,0,1,1
3402,1,0,1,0,1,1,1,1,0
3403,0,0,1,1,0,1,0,0,1
3404,1,1,0,1,1,1,0,1,0
3405,1,0,0,0,0,0,1,0,0
3406,1,0,0,0,1,0,1,0,1
3407,1,1,0,0,1,1,0,0,0
3408,1,0,1,1,1,0,1,0,1
3409,0,0,1,0,1,0,0,1,1
3410,1,1,1,0,0,1,0,1,1
3411,1,0,0,0,1,0,1,0,1
3412,1,0,0,0,1,0,1,0,1
3413,1,0,0,1,1,1,1,1,0
3414,1,0,0,0,0,0,1,0,0
3415,0,0,1,1,0,1,0,0,1
3416,1,0,1,1,1,0,1,0,1
3417,1,0,0,0,1,1,1,0,0
3418,1,1,0,1,1,0,0,1,1
3419,0,0,1,0,0,1,0,1,1
3420,0,0,0,1,0,0,0,1,0
3421,1,1,1,1,1,1,0,0,0
3422,0,0,1,1,0,1,0,0,1
3423,0,1,0,1,0,0,1,1,0
3424,1,0,1,0,0,1,1,1,1
3425,1,1,0,1,0,0,0,1,0
3426,0,1,1,0,1,0,1,1,1
3427,1,0,0,1,0,1,1,1,1
3428,1,1,0,0,1,1,0,0,0
3429,1,0,0,0,1,1,1,0,0
3430,1,1,1,1,1,1,0,0,0
3431,0,1,1,0,1,0,1,1,1
3432,1,1,0,0,0,0,0,0,0
3433,1,0,0,1,0,1,1,1,1
3434,1,1,1,0,0,0,0,1,0
3435,0,1,1,1,1,0,1,0,1
3436,1,1,0,0,0,1,0,0,1
3437,1,1,1,1,0,0,0,0,0
3438,1,0,0,1,0,1,1,1,1
3439,1,1,0,1,0,0,0,1,0
3440,1,0,1,1,1,1,1,0,0
3441,1,1,0,1,1,0,0,1,1
3442,0,0,0,0,1,1,0,0,0
3443,0,0,0,1,1,1,0,1,0
3444,1,1,1,0,0,1,0,1,1
3445,1,1,1,1,1,0,0,0,1
3446,1,0,1,1,1,1,1,0,0
3447,1,1,1,1,1,1,0,0,0
3448,0,0,0,1,1,1,0,1,0
3449,0,0,0,0,1,0,0,0,1
3450,0,1,1,1,0,1,1,0,1
3451,0,0,1,0,0,0,0,1,0
3452,1,0,0,1,1,1,1,1,0
3453,1,0,1,0,1,1,1,1,0
3454,0,0,0,1,1,0,0,1,1
3455,1,1,0,1,1,1,0,1,0
3456,1,1,1,1,0,0,0,0,0
3457,1,0,0,1,0,0,1,1,0
3458,0,0,0,0,0,1,0,0,1
3459,0,1,0,0,0,0,1,0,0
3460,1,0,1,1,0,1,1,0,1
3461,0,1,0,1,1,1,1,1,0
3462,0,0,1,1,1,0,0,0,1
3463,1,1,1,0,1,0,0,1,1
3464,0,0,1,1,0,1,0,0,1
3465,1,1,1,0,0,1,0,1,1
3466,1,0,0,0,1,0,1,0,1
3467,1,1,1,0,1,0,0,1,1
3468,1,1,0,1,1,1,0,1,0
3469,0,0,1,1,1,1,0,0,0
3470,1,0,1,1,1,0,1,0,1
3471,0,0,1,1,0,1,0,0,1
3472,0,0,1,1,0,1,0,0,1
3473,1,1,1,1,1,1,0,0,0
3474,1,1,0,1,1,1,0,1,0
3475,1,1,0,0,1,0,0,0,1
3476,1,0,0,0,1,1,1,0,0
3477,0,1,0,1,1,0,1,1,1
3478,1,1,0,0,1,1,0,0,0
3479,0,0,1,1,1,0,0,0,1
3480,0,1,0,0,0,0,1,0,0
3481,0,1,1,1,0,0,1,0,0
3482,1,0,1,1,1,1,1,0,0
3483,0,0,1,1,1,0,0,0,1
3484,1,0,0,1,0,0,1,1,0
3485,1,1,0,1,0,0,0,1,0
3486,1,0,1,0,1,1,1,1,0
3487,1,0,0,1,1,1,1,1,0
3488,1,0,1,1,0,1,1,0,1
3489,0,0,1,1,0,1,0,0,1
3490,0,0,1,0,0,0,0,1,0
3491,1,1,0,1,1,0,0,1,1
3492,1,0,0,0,0,1,1,0,1
3493,1,1,1,0,1,1,0,1,0
3494,1,1,0,1,1,1,0,1,0
3495,0,1,1,0,0,0,1,1,0
3496,0,1,0,0,0,0,1,0,0
3497,0,0,0,0,1,0,0,0,1
3498,0,0,0,0,1,0,0,0,1
3499,0,1,1,1,0,0,1,0,0
3500,0,0,0,1,1,0,0,1,1
3501,1,1,0,0,1,0,0,0,1
3502,1,1,1,0,0,1,0,1,1
3503,0,1,0,0,0,0,1,0,0
3504,0,0,0,0,0,0,0,0,0
3505,0,0,0,1,1,1,0,1,0
3506,0,1,0,0,1,0,1,0,1
3507,1,1,0,0,0,1,0,0,1
3508,1,1,1,0,1,1,0,1,0
3509,0,1,1,1,0,1,1,0,1
3510,1,0,1,1,1,0,1,0,1
3511,0,1,1,1,0,0,1,0,0
3512,0,1,0,0,0,0,1,0,0
3513,1,0,1,0,1,0,1,1,1
3514,1,0,1,1,1,0,1,0,1
3515,0,0,0,1,1,0,0,1,1
3516,0,0,0,0,1,1,0,0,0
3517,0,1,1,0,1,1,1,1,0
3518,1,0,1,0,1,0,1,1,1
3519,0,1,1,1,0,1,1,0,1
3520,1,1,0,1,1,1,0,1,0
3521,1,1,0,1,1,0,0,1,1
3522,0,1,0,0,0,1,1,0,1
3523,0,0,1,1,1,1,0,0,0
3524,1,1,1,0,1,1,0,1,0
3525,0,1,1,0,0,0,1,1,0
3526,0,0,0,0,1,1,0,0,0
3527,1,1,0,1,0,0,0,1,0
3528,1,1,1,1,0,0,0,0,0
3529,1,0,1,0,0,1,1,1,1
3530,0,0,0,1,0,0,0,1,0
3531,0,1,1,0,1,1,1,1,0
3532,1,0,0,1,1,1,1,1,0
3533,1,1,1,1,1,1,0,0,0
3534,1,1,0,1,0,1,0,1,1
3535,1,0,0,0,1,0,1,0,1
3536,1,0,1,1,0,0,1,0,0
3537,0,1,0,0,0,1,1,0,1
3538,1,1,0,1,1,0,0,1,1
3539,0,1,1,1,1,1,1,0,0
3540,1,0,1,1,1,1,1,0,0
3541,1,1,0,0,0,1,0,0,1
3542,0,1,1,0,0,0,1,1,0
3543,0,1,0,1,0,0,1,1,0
3544,0,1,0,1,1,0,1,1,1
3545,1,1,1,1,0,0,0,0,0
3546,1,0,0,1,1,1,1,1,0
3547,1,1,1,1,1,0,0,0,1
3548,1,1,0,1,0,1,0,1,1
3549,0,0,0,0,0,1,0,0,1
3550,0,1,1,0,1,0,1,1,1
3551,1,1,0,0,1,1,0,0,0
3552,1,0,0,1,1,0,1,1,1
3553,1,1,0,0,0,1,0,0,1
3554,1,1,1,1,0,0,0,0,0
3555,1,0,0,0,1,1,1,0,0
3556,1,0,0,0,1,0,1,0,1
3557,1,0,0,1,1,0,1,1,1
3558,1,1,0,1,0,1,0,1,1
3559,1,0,0,1,0,1,1,1,1
3560,1,0,0,0,1,1,1,0,0
3561,1,1,1,0,1,1,0,1,0
3562,0,1,1,0,0,1,1,1,1
3563,1,0,1,0,1,1,1,1,0
3564,1,0,0,0,0,1,1,0,1
3565,0,0,0,0,0,1,0,0,1
3566,1,0,1,0,0,0,1,1,0
3567,0,0,0,1,0,1,0,1,1
3568,0,1,1,1,0,0,1,0,0
3569,1,0,0,1,1,1,1,1,0
3570,0,0,0,1,1,1,0,1,0
3571,0,0,0,0,0,1,0,0,1
3572,0,0,1,1,0,0,0,0,0
3573,0,0,1,0,0,1,0,1,1
3574,0,1,0,1,0,1,1,1,1
3575,0,0,1,0,0,1,0,1,1
3576,1,0,1,1,0,0,1,0,0
3577,0,0,1,1,0,1,0,0,1
3578,0,1,0,1,0,0,1,1,0
3579,1,0,0,1,1,1,1,1,0
3580,1,1,1,0,1,1,0,1,0
3581,0,0,0,0,0,1,0,0,1
3582,1,1,0,0,0,0,0,0,0
3583,0,0,1,0,1,1,0,1,0
3584,1,0,0,1,0,1,1,1,1
3585,1,1,1,1,0,1,0,0,1
3586,1,1,0,1,1,0,0,1,1
3587,0,0,0,1,1,0,0,1,1
3588,0,1,1,0,1,1,1,1,0
3589,0,0,1,1,1,0,0,0,1
3590,1,1,1,0,1,1,0,1,0
3591,0,0,1,0,1,0,0,1,1
3592,1,0,1,0,0,1,1,1,1
3593,0,1,0,1,0,0,1,1,0
3594,0,0,1,1,0,1,0,0,1
3595,1,1,1,1,1,0,0,0,1
3596,0,1,0,1,1,1,1,1,0
3597,1,1,0,1,0,0,0,1,0
3598,0,0,0,0,1,0,0,0,1
3599,1,0,0,0,0,0,1,0,0
3600,1,0,0,1,1,1,1,1,0
3601,1,0,1,1,0,0,1,0,0
3602,0,0,0,1,1,0,0,1,1
3603,0,1,0,1,1,0,1,1,1
3604,1,0,0,1,1,0,1,1,1
3605,1,1,1,0,0,1,0,1,1
3606,1,0,0,0,0,1,1,0,1
3607,1,0,1,0,0,0,1,1,0
3608,0,0,0,0,0,1,0,0,1
3609,0,1,0,1,1,1,1,1,0
3610,1,1,0,0,1,0,0,0,1
3611,0,1,0,1,0,1,1,1,1
3612,1,1,1,0,1,0,0,1,1
3613,0,1,1,1,0,1,1,0,1
3614,0,1,0,0,0,0,1,0,0
3615,0,1,0,1,1,0,1,1,1
3616,1,1,1,0,1,0,0,1,1
3617,0,1,0,1,0,0,1,1,0
3618,0,1,0,0,1,0,1,0,1
3619,1,0,0,1,0,0,1,1,0
3620,1,0,1,1,0,0,1,0,0
3621,1,0,0,0,1,0,1,0,1
3622,1,1,1,0,0,1,0,1,1
3623,0,0,0,0,1,0,0,0,1
3624,0,0,0,1,0,1,0,1,1
3625,1,1,0,0,1,0,0,0,1
3626,1,1,0,1,1,1,0,1,0
3627,0,1,0,1,0,0,1,1,0
3628,0,0,1,1,1,1,0,0,0
3629,1,1,0,0,0,0,0,0,0
3630,0,1,0,0,1,1,1,0,0
3631,1,0,0,0,1,0,1,0,1
3632,1,0,1,0,1,0,1,1,1
3633,0,1,1,0,1,1,1,1,0
3634,1,0,0,1,1,1,1,1,0
3635,0,0,0,1,1,1,0,1,0
3636,1,0,0,0,1,0,1,0,1
3637,1,1,1,1,0,0,0,0,0
3638,0,1,0,0,0,1,1,0,1
3639,1,0,0,0,1,0,1,0,1
3640,1,0,1,1,0,0,1,0,0
3641,0,1,1,1,0,1,1,0,1
3642,0,1,1,0,0,1,1,1,1
3643,0,0,0,0,1,1,0,0,0
3644,0,1,0,0,0,1,1,0,1
3645,0,0,0,1,0,0,0,1,0
3646,1,0,0,0,1,1,1,0,0
3647,1,0,0,1,1,0,1,1,1
3648,0,0,1,1,0,1,0,0,1
3649,0,1,1,1,0,0,1,0,0
3650,0,1,0,1,0,0,1,1,0
3651,0,1,0,0,1,0,1,0,1
3652,0,1,1,1,1,0,1,0,1
3653,1,1,0,1,0,0,0,1,0
3654,1,1,0,1,0,1,0,1,1
3655,1,1,1,1,0,1,0,0,1
3656,0,1,1,0,0,0,1,1,0
3657,1,1,0,1,0,0,0,1,0
3658,0,1,0,0,0,1,1,0,1
3659,0,0,1,1,0,1,0,0,1
3660,1,1,0,1,0,0,0,1,0
3661,0,0,1,1,0,1,0,0,1
3662,1,1,0,1,1,0,0,1,1
3663,0,1,0,0,1,0,1,0,1
3664,1,1,1,0,1,1,0,1,0
3665,0,1,0,0,1,1,1,0,0
3666,1,0,1,0,1,1,1,1,0
3667,0,0,1,0,1,0,0,1,1
3668,0,0,0,0,1,0,0,0,1
3669,0,0,0,0,1,1,0,0,0
3670,0,1,1,1,1,0,1,0,1
3671,1,0,0,1,0,1,1,1,1
3672,1,0,1,0,1,0,1,1,1
3673,1,0,0,0,0,0,1,0,0
3674,0,1,0,1,0,0,1,1,0
3675,1,1,0,0,1,0,0,0,1
3676,0,1,1,0,1,0,1,1,1
3677,0,0,0,1,1,0,0,1,1
3678,0,1,0,1,1,0,1,1,1
3679,0,1,0,1,0,1,1,1,1
3680,0,1,1,1,1,1,1,0,0
3681,0,1,0,1,0,0,1,1,0
3682,1,0,1,1,0,1,1,0,1
3683,1,1,0,1,1,1,0,1,0
3684,1,0,0,1,1,1,1,1,0
3685,1,1,0,0,0,1,0,0,1
3686,1,0,0,1,1,0,1,1,1
3687,1,1,0,0,0,0,0,0,0
3688,1,1,1,0,1,1,0,1,0
3689,0,1,0,0,0,1,1,0,1
3690,0,0,1,1,1,1,0,0,0
3691,1,0,1,1,0,1,1,0,1
3692,0,0,1,0,1,1,0,1,0
3693,0,0,1,1,0,0,0,0,0
3694,1,1,0,1,0,1,0,1,1
3695,1,0,0,1,0,0,1,1,0
3696,0,0,1,1,1,1,0,0,0
3697,0,1,1,0,0,0,1,1,0
3698,1,1,1,0,1,1,0,1,0
3699,1,1,0,1,1,0,0,1,1
3700,1,1,0,0,0,1,0,0,1
3701,0,1,1,0,0,1,1,1,1
3702,0,0,1,0,0,1,0,1,1
3703,1,1,0,1,1,0,0,1,1
3704,1,1,1,1,1,1,0,0,0
3705,0,0,0,0,0,1,0,0,1
3706,0,1,0,1,1,0,1,1,1
3707,1,0,1,0,1,0,1,1,1
3708,1,1,0,0,0,1,0,0,1
3709,1,0,1,0,1,0,1,1,1
3710,1,0,0,0,0,1,1,0,1
3711,0,1,0,0,1,0,1,0,1
3712,0,1,1,0,1,1,1,1,0
3713,1,0,1,0,0,1,1,1,1
3714,0,1,0,0,1,0,1,0,1
3715,1,0,0,0,0,1,1,0,1
3716,1,1,0,1,0,0,0,1,0
3717,0,0,1,1,0,1,0,0,1
3718,0,1,0,0,1,0,1,0,1
3719,0,1,0,1,1,0,1,1,1
3720,1,1,0,1,0,1,0,1,1
3721,0,1,1,0,0,0,1,1,0
3722,0,1,0,1,0,1,1,1,1
3723,1,0,1,1,0,0,1,0,0
3724,0,0,1,1,1,0,0,0,1
3725,1,0,1,0,0,1,1,1,1
3726,1,0,0,0,1,0,1,0,1
3727,0,1,0,1,1,0,1,1,1
3728,0,0,1,0,1,0,0,1,1
3729,0,1,0,0,1,0,1,0,1
3730,0,0,0,0,1,0,0,0,1
3731,1,0,0,0,1,1,1,0,0
3732,1,1,1,1,0,0,0,0,0
3733,0,0,0,1,0,0,0,1,0
3734,1,0,1,0,1,0,1,1,1
3735,0,1,0,1,0,0,1,1,0
3736,0,1,0,1,0,1,1,1,1
3737,1,1,1,1,1,1,0,0,0
3738,1,1,0,0,1,1,0,0,0
3739,1,1,0,1,1,1,0,1,0
3740,0,0,1,1,0,1,0,0,1
3741,0,1,1,0,1,1,1,1,0
3742,0,0,0,1,1,0,0,1,1
3743,1,1,1,0,0,0,0,1,0
3744,0,0,1,1,0,1,0,0,1
3745,0,1,0,1,0,1,1,1,1
3746,1,0,1,1,1,1,1,0,0
3747,1,0,0,1,1,1,1,1,0
3748,0,1,1,1,1,1,1,0,0
3749,1,0,1,1,1,0,1,0,1
3750,1,0,1,0,0,0,1,1,0
3751,0,1,1,1,1,1,1,0,0
3752,1,0,1,1,0,0,1,0,0
3753,0,0,0,0,1,0,0,0,1
3754,1,1,1,0,1,0,0,1,1
3755,1,0,0,0,1,0,1,0,1
3756,0,1,0,0,1,0,1,0,1
3757,1,1,1,0,1,1,0,1,0
3758,0,0,0,1,0,1,0,1,1
3759,0,1,1,0,1,0,1,1,1
3760,0,1,1,1,1,1,1,0,0
3761,0,1,0,1,1,1,1,1,0
3762,1,1,0,1,0,1,0,1,1
3763,0,1,1,0,0,1,1,1,1
3764,0,1,1,1,0,0,1,0,0
3765,0,1,0,1,1,1,1,1,0
3766,0,0,1,0,0,0,0,1,0
3767,0,0,1,0,0,1,0,1,1
3768,0,0,0,0,1,1,0,0,0
3769,1,0,0,0,1,0,1,0,1
3770,1,0,0,0,0,1,1,0,1
3771,1,1,0,0,0,0,0,0,0
3772,1,0,1,1,1,0,1,0,1
3773,1,1,1,0,0,0,0,1,0
3774,1,0,0,0,0,1,1,0,1
3775,0,0,1,1,1,1,0,0,0
3776,1,0,1,1,1,0,1,0,1
3777,0,0,1,0,0,1,0,1,1
3778,0,1,0,0,0,1,1,0,1
3779,0,0,1,0,0,0,0,1,0
3780,1,1,1,1,1,0,0,0,1
3781,0,1,0,1,0,0,1,1,0
3782,0,0,1,0,0,0,0,1,0
3783,0,1,1,0,1,0,1,1,1
3784,0,0,1,1,0,0,0,0,0
3785,1,0,0,0,0,0,1,0,0
3786,1,1,0,1,0,1,0,1,1
3787,0,1,1,0,0,0,1,1,0
3788,1,0,0,0,0,1,1,0,1
3789,1,0,1,0,0,1,1,1,1
3790,0,0,0,1,1,0,0,1,1
3791,0,1,1,1,1,0,1,0,1
3792,1,1,1,0,0,1,0,1,1
3793,1,1,1,0,1,0,0,1,1
3794,0,0,1,0,1,0,0,1,1
3795,0,0,0,1,0,1,0,1,1
3796,0,0,1,1,1,0,0,0,1
3797,1,0,0,1,0,0,1,1,0
3798,0,1,1,1,0,0,1,0,0
3799,1,1,0,0,1,0,0,0,1
3800,0,1,0,1,0,0,1,1,0
3801,0,0,1,1,0,0,0,0,0
3802,0,0,0,1,1,1,0,1,0
3803,0,1,1,0,0,1,1,1,1
3804,0,0,1,1,1,0,0,0,1
3805,0,0,1,1,0,0,0,0,0
3806,0,1,0,1,1,0,1,1,1
3807,1,0,1,1,1,0,1,0,1
3808,0,0,0,1,1,1,0,1,0
3809,0,1,0,0,0,1,1,0,1
3810,1,0,1,1,1,1,1,0,0
3811,0,0,1,1,0,1,0,0,1
3812,0,0,1,1,1,0,0,0,1
3813,0,0,0,1,0,0,0,1,0
3814,0,0,0,1,0,1,0,1,1
3815,1,1,1,0,0,0,0,1,0
3816,0,0,0,1,1,1,0,1,0
3817,0,1,1,0,0,0,1,1,0
3818,1,0,0,0,0,1,1,0,1
3819,0,1,1,0,0,0,1,1,0
3820,1,0,0,0,0,1,1,0,1
3821,0,0,0,1,0,0,0,1,0
3822,1,0,1,1,1,1,1,0,0
3823,0,1,1,1,1,1,1,0,0
3824,1,1,0,1,1,1,0,1,0
3825,1,0,1,1,1,0,1,0,1
3826,0,1,1,1,1,0,1,0,1
3827,0,0,1,1,0,1,0,0,1
3828,0,1,0,0,1,1,1,0,0
3829,1,0,1,0,1,0,1,1,1
3830,1,1,0,1,0,0,0,1,0
3831,1,1,0,1,1,0,0,1,1
3832,0,0,0,1,1,1,0,1,0
3833,1,0,0,1,0,0,1,1,0
3834,1,0,0,0,0,1,1,0,1
3835,1,1,1,0,0,0,0,1,0
3836,1,1,0,1,1,0,0,1,1
3837,0,0,1,0,1,1,0,1,0
3838,1,1,1,1,1,1,0,0,0
3839,0,1,0,0,0,1,1,0,1
3840,0,0,0,1,0,1,0,1,1
3841,0,0,1,1,1,1,0,0,0
3842,0,0,0,1,0,1,0,1,1
3843,0,0,1,0,1,1,0,1,0
3844,0,1,0,1,1,0,1,1,1
3845,1,1,0,1,0,0,0,1,0
3846,0,1,0,0,1,1,1,0,0
3847,1,1,0,1,1,0,0,1,1
3848,1,0,1,0,1,1,1,1,0
3849,0,1,1,1,0,0,1,0,0
3850,1,0,0,0,1,1,1,0,0
3851,1,1,0,1,1,1,0,1,0
3852,1,0,1,1,1,1,1,0,0
3853,0,1,0,1,0,1,1,1,1
3854,1,1,0,1,1,0,0,1,1
3855,1,0,1,1,1,1,1,0,0
3856,0,0,1,0,0,1,0,1,1
3857,0,1,1,0,1,0,1,1,1
3858,0,0,0,1,1,0,0,1,1
3859,0,1,1,1,1,0,1,0,1
3860,1,1,0,1,0,0,0,1,0
3861,1,1,1,0,1,1,0,1,0
3862,0,1,1,0,1,1,1,1,0
3863,0,1,1,1,1,0,1,0,1
3864,0,1,1,0,1,1,1,1,0
3865,1,1,0,0,1,0,0,0,1
3866,0,0,0,0,0,0,0,0,0
3867,1,1,1,0,1,1,0,1,0
3868,0,1,0,0,0,0,1,0,0
3869,1,1,0,1,1,0,0,1,1
3870,1,0,0,1,0,1,1,1,1
3871,0,1,1,1,1,0,1,0,1
3872,0,1,0,1,1,1,1,1,0
3873,1,1,0,0,1,1,0,0,0
3874,1,1,0,0,1,1,0,0,0
3875,0,0,0,0,1,1,0,0,0
3876,0,1,1,1,1,1,1,0,0
3877,1,1,1,1,0,1,0,0,1
3878,0,1,0,0,0,1,1,0,1
3879,0,0,1,0,0,1,0,1,1
3880,0,0,1,0,0,0,0,1,0
3881,1,0,0,0,1,0,1,0,1
3882,0,1,1,0,0,1,1,1,1
3883,1,1,1,1,0,1,0,0,1
3884,1,1,0,1,0,0,0,1,0
3885,0,1,0,1,1,1,1,1,0
3886,0,1,1,0,1,1,1,1,0
3887,0,1,0,0,0,0,1,0,0
3888,0,1,0,1,1,1,1,1,0
3889,0,1,0,1,0,0,1,1,0
3890,0,0,0,0,1,1,0,0,0
3891,1,0,0,1,0,1,1,1,1
3892,0,0,1,1,0,0,0,0,0
3893,0,1,1,0,0,0,1,1,0
3894,0,1,1,1,1,1,1,0,0
3895,1,0,1,0,0,1,1,1,1
3896,1,0,1,1,0,1,1,0,1
3897,1,0,0,1,0,1,1,1,1
3898,0,1,0,1,1,0,1,1,1
3899,0,1,1,1,1,0,1,0,1
3900,0,0,0,0,0,0,0,0,0
3901,1,1,1,0,1,1,0,1,0
3902,1,1,0,1,0,0,0,1,0
3903,0,0,1,0,1,0,0,1,1
3904,1,0,1,0,0,0,1,1,0
3905,1,0,0,1,0,0,1,1,0
3906,1,0,1,1,1,0,1,0,1
3907,1,1,1,0,0,1,0,1,1
3908,0,1,1,1,0,1,1,0,1
3909,1,1,0,0,1,1,0,0,0
3910,1,1,1,0,0,1,0,1,1
3911,1,1,0,0,0,0,0,0,0
3912,0,0,1,0,0,1,0,1,1
3913,0,1,0,1,0,0,1,1,0
3914,1,0,1,1,0,1,1,0,1
3915,1,0,1,0,1,1,1,1,0
3916,1,1,1,0,1,0,0,1,1
3917,0,1,0,0,0,0,1,0,0
3918,0,0,1,1,1,0,0,0,1
3919,1,1,1,0,0,0,0,1,0
3920,0,1,1,1,0,0,1,0,0
3921,0,0,0,1,1,1,0,1,0
3922,1,0,1,1,1,0,1,0,1
3923,0,0,1,1,1,1,0,0,0
3924,1,1,0,0,0,0,0,0,0
3925,0,0,0,0,0,1,0,0,1
3926,1,0,1,0,1,0,1,1,1
3927,1,0,1,1,1,1,1,0,0
3928,0,0,0,1,0,0,0,1,0
3929,0,0,0,0,0,0,0,0,0
3930,1,0,0,0,1,0,1,0,1
3931,1,1,0,0,0,0,0,0,0
3932,1,1,0,1,0,0,0,1,0
3933,1,1,0,0,0,1,0,0,1
3934,1,0,0,0,1,1,1,0,0
3935,1,1,0,0,0,1,0,0,1
3936,1,0,1,1,0,0,1,0,0
3937,1,0,0,1,0,0,1,1,0
3938,1,1,0,1,1,0,0,1,1
3939,0,0,1,0,1,0,0,1,1
3940,0,0,1,0,0,1,0,1,1
3941,0,0,1,0,1,0,0,1,1
3942,1,1,0,1,1,0,0,1,1
3943,1,0,0,1,1,0,1,1,1
3944,0,1,1,1,1,0,1,0,1
3945,1,1,1,0,1,1,0,1,0
3946,1,0,1,1,0,1,1,0,1
3947,1,0,1,0,1,1,1,1,0
3948,1,1,0,1,0,0,0,1,0
3949,1,0,1,0,1,1,1,1,0
3950,1,0,0,1,0,0,1,1,0
3951,0,1,0,1,1,1,1,1,0
3952,0,0,1,0,1,0,0,1,1
3953,0,0,0,0,0,0,0,0,0
3954,1,0,0,0,0,0,1,0,0
3955,1,0,0,0,1,0,1,0,1
3956,1,0,1,1,1,0,1,0,1
3957,0,0,1,1,1,0,0,0,1
3958,1,1,1,1,0,1,0,0,1
3959,0,0,0,1,1,0,0,1,1
3960,1,0,0,0,1,0,1,0,1
3961,1,0,0,0,1,1,1,0,0
3962,1,0,1,0,0,1,1,1,1
3963,0,1,1,0,1,1,1,1,0
3964,0,0,0,1,1,1,0,1,0
3965,0,1,0,0,1,0,1,0,1
3966,1,1,1,1,0,0,0,0,0
3967,1,0,1,1,1,1,1,0,0
3968,0,0,0,0,0,0,0,0,0
3969,1,1,1,0,1,0,0,1,1
3970,0,0,0,1,0,0,0,1,0
3971,0,1,1,0,0,0,1,1,0
3972,0,1,1,0,0,0,1,1,0
3973,1,1,1,0,1,1,0,1,0
3974,1,1,0,0,0,0,0,0,0
3975,1,0,0,1,1,0,1,1,1
3976,1,0,1,1,1,0,1,0,1
3977,0,1,1,1,1,1,1,0,0
3978,0,0,0,0,1,0,0,0,1
3979,1,1,1,1,1,0,0,0,1
3980,1,0,0,0,0,1,1,0,1
3981,0,1,0,1,1,0,1,1,1
3982,1,0,0,0,0,1,1,0,1
3983,1,1,0,1,1,1,0,1,0
3984,1,1,1,1,1,1,0,0,0
3985,1,0,0,0,0,0,1,0,0
3986,0,1,1,0,1,0,1,1,1
3987,0,1,1,0,1,0,1,1,1
3988,0,0,0,1,1,0,0,1,1
3989,0,0,0,0,1,1,0,0,0
3990,1,1,1,0,0,1,0,1,1
3991,1,0,0,1,1,0,1,1,1
3992,1,1,1,1,0,0,0,0,0
3993,0,0,1,1,0,1,0,0,1
3994,0,1,0,1,0,1,1,1,1
3995,0,0,0,0,0,0,0,0,0
3996,0,1,1,0,1,0,1,1,1
3997,0,1,0,0,1,0,1,0,1
3998,0,0,1,0,1,0,0,1,1
3999,1,0,0,0,0,0,1,0,0
4000,0,1,0,0,0,1,1,0,1
4001,1,1,0,1,1,1,0,1,0
4002,0,1,1,0,0,1,1,1,1
4003,0,0,1,1,0,1,0,0,1
4004,0,1,0,1,0,1,1,1,1
4005,0,0,1,1,1,1,0,0,0
4006,0,1,0,0,0,1,1,0,1
4007,1,1,1,1,0,0,0,0,0
4008,1,0,1,1,1,1,1,0,0
4009,0,1,0,0,1,1,1,0,0
4010,1,0,1,1,1,0,1,0,1
4011,0,1,1,1,0,1,1,0,1
4012,0,1,1,1,1,1,1,0,0
4013,0,1,1,1,1,0,1,0,1
4014,1,0,1,1,0,0,1,0,0
4015,0,0,1,1,1,0,0,0,1
4016,0,0,0,1,1,0,0,1,1
4017,0,0,0,0,0,1,0,0,1
4018,1,1,1,1,0,0,0,0,0
4019,1,1,0,0,1,0,0,0,1
4020,0,0,1,1,0,1,0,0,1
4021,1,0,0,1,1,1,1,1,0
4022,0,1,1,0,1,1,1,1,0
4023,1,1,0,1,1,0,0,1,1
4024,0,1,0,1,0,0,1,1,0
4025,1,1,0,0,0,1,0,0,1
4026,1,1,1,0,1,0,0,1,1
4027,1,0,0,0,0,1,1,0,1
4028,1,0,0,0,1,0,1,0,1
4029,0,1,0,0,0,1,1,0,1
4030,0,1,0,1,1,1,1,1,0
